test,cluster genes,cluster gene ids,variable factors,gsea pval,bootstrapping pval,ora pval
cluster_25_UP - RVEDD,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,0.866551565,0.398,
cluster_25_UP - S,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,0.59426323,0.005,
cluster_25_UP - sPAP excl. ZVD,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,0.89050383,0.036,
cluster_25_UP - ZVD,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,0.98672954,0.388,
cluster_25_UP - VCI_diameter,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,0.936607827,0.743,
cluster_25_UP - RA_area,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,1,0.015,
cluster_25_UP - AT,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,1,0.066,
cluster_25_UP - AT_ET,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,0.992562801,0.763,
cluster_25_UP - Paradoxe_Septumbewegung,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,0.519523399,0.04,
cluster_25_UP - Perikarderguss,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,1,0.347,
cluster_25_UP - SMW,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,1,0.276,
cluster_25_UP - FEV1,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,0.970052216,0.791,
cluster_25_UP - Tiffeneau Index FEV1/VC,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,1,0.038,
cluster_25_UP - DLCO,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,1,0.466,
cluster_25_UP - Kreatinin,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,1,0.678,
cluster_25_UP - eGFR,3,ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1,NA,0.871997141,0.809,
cluster_26_DOWN - condition/healthy,2,ENSG00000128928|IVD ENSG00000143374|TARS2,3,-,0.76,0.74949873
cluster_26_DOWN - condition/pah,2,ENSG00000128928|IVD ENSG00000143374|TARS2,3,-,0.354,0.328173429
cluster_26_DOWN - condition/ph-lung,2,ENSG00000128928|IVD ENSG00000143374|TARS2,3,-,0.745,0.765150832
cluster_26_DOWN - gender/F,2,ENSG00000128928|IVD ENSG00000143374|TARS2,2,-,0.53,0.536067933
cluster_26_DOWN - gender/M,2,ENSG00000128928|IVD ENSG00000143374|TARS2,2,-,0.683,0.685479345
cluster_26_DOWN - age,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.772,
cluster_26_DOWN - height,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.753,
cluster_26_DOWN - weight,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.868804942,0.081,
cluster_26_DOWN - BNP,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.704685575,0.322,
cluster_26_DOWN - NYHA,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.945,
cluster_26_DOWN - heart rate,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.984349528,0.716,
cluster_26_DOWN - mPAP,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.496,
cluster_26_DOWN - PAWP,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.964621791,0.511,
cluster_26_DOWN - CVP,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.651,
cluster_26_DOWN - HZV_Fick,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.955841921,0.427,
cluster_26_DOWN - HZV_Thermodil,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.501,
cluster_26_DOWN - PVR,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.998242536,0.746,
cluster_26_DOWN - Cardiac Index,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.083,
cluster_26_DOWN - Rrsys,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.966948501,0.742,
cluster_26_DOWN - PA_systolic,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.819,
cluster_26_DOWN - PA_diastolic,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.976099268,0.109,
cluster_26_DOWN - ven_SO2,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.973606689,0.384,
cluster_26_DOWN - AVDO2,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.569,
cluster_26_DOWN - TAPSE,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.929649254,0.751,
cluster_26_DOWN - RVEDD,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.863625601,0.098,
cluster_26_DOWN - S,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.899856621,0.52,
cluster_26_DOWN - sPAP excl. ZVD,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.212,
cluster_26_DOWN - ZVD,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.559,
cluster_26_DOWN - VCI_diameter,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.831846443,0.586,
cluster_26_DOWN - RA_area,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.848916743,0.084,
cluster_26_DOWN - AT,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.498,
cluster_26_DOWN - AT_ET,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.28,
cluster_26_DOWN - Paradoxe_Septumbewegung,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.771,
cluster_26_DOWN - Perikarderguss,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.999205407,0.454,
cluster_26_DOWN - SMW,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.966769255,0.599,
cluster_26_DOWN - FEV1,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.801825592,0.205,
cluster_26_DOWN - Tiffeneau Index FEV1/VC,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.983452021,0.426,
cluster_26_DOWN - DLCO,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.897139749,0.105,
cluster_26_DOWN - Kreatinin,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,1,0.211,
cluster_26_DOWN - eGFR,2,ENSG00000128928|IVD ENSG00000143374|TARS2,NA,0.939472776,0.384,
cluster_27_UP - condition/healthy,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,3,-,0.79,0.762196784
cluster_27_UP - condition/pah,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,3,-,0.24,0.220691565
cluster_27_UP - condition/ph-lung,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,3,-,0.842,0.849073396
cluster_27_UP - gender/F,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,2,-,0.811,0.808363006
cluster_27_UP - gender/M,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,2,-,0.397,0.390100145
cluster_27_UP - age,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.369065371,0.001,
cluster_27_UP - height,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.975748042,0.538,
cluster_27_UP - weight,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.506,
cluster_27_UP - BNP,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.924483608,0.468,
cluster_27_UP - NYHA,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.04,
cluster_27_UP - heart rate,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.802352362,0.056,
cluster_27_UP - mPAP,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.654,
cluster_27_UP - PAWP,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.859386694,0.681,
cluster_27_UP - CVP,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.552234079,0.035,
cluster_27_UP - HZV_Fick,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.587,
cluster_27_UP - HZV_Thermodil,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.992478986,0.072,
cluster_27_UP - PVR,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.918,
cluster_27_UP - Cardiac Index,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.029,
cluster_27_UP - Rrsys,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.714771519,0.478,
cluster_27_UP - PA_systolic,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.917,
cluster_27_UP - PA_diastolic,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.265,
cluster_27_UP - ven_SO2,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.980886877,0.518,
cluster_27_UP - AVDO2,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.928709381,0.2,
cluster_27_UP - TAPSE,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.803397371,0.538,
cluster_27_UP - RVEDD,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.159,
cluster_27_UP - S,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.926300182,0.856,
cluster_27_UP - sPAP excl. ZVD,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.997665444,0.538,
cluster_27_UP - ZVD,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.187,
cluster_27_UP - VCI_diameter,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.890986208,0.476,
cluster_27_UP - RA_area,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.937940671,0.479,
cluster_27_UP - AT,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.777,
cluster_27_UP - AT_ET,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.843969223,0.067,
cluster_27_UP - Paradoxe_Septumbewegung,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.983501058,0.74,
cluster_27_UP - Perikarderguss,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.291,
cluster_27_UP - SMW,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.370960064,0.009,
cluster_27_UP - FEV1,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.343315565,0.012,
cluster_27_UP - Tiffeneau Index FEV1/VC,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.961452357,0.223,
cluster_27_UP - DLCO,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.713280276,0.126,
cluster_27_UP - Kreatinin,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,1,0.52,
cluster_27_UP - eGFR,5,ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2,NA,0.402963035,0.028,
cluster_28_DOWN - condition/healthy,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,3,-,0.716,0.695990014
cluster_28_DOWN - condition/pah,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,3,-,0.847,0.862655224
cluster_28_DOWN - condition/ph-lung,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,3,-,0.262,0.251500245
cluster_28_DOWN - gender/F,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,2,-,0.447,0.43974303
cluster_28_DOWN - gender/M,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,2,-,0.778,0.766505587
cluster_28_DOWN - age,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.980002479,0.139,
cluster_28_DOWN - height,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.547,
cluster_28_DOWN - weight,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.671988562,0.006,
cluster_28_DOWN - BNP,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.751339478,0.283,
cluster_28_DOWN - NYHA,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.985859888,0.887,
cluster_28_DOWN - heart rate,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.924438305,0.238,
cluster_28_DOWN - mPAP,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.766,
cluster_28_DOWN - PAWP,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.708285518,0.017,
cluster_28_DOWN - CVP,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.811536039,0.881,
cluster_28_DOWN - HZV_Fick,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.126,
cluster_28_DOWN - HZV_Thermodil,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.531,
cluster_28_DOWN - PVR,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.951209023,0.346,
cluster_28_DOWN - Cardiac Index,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.999494358,0.288,
cluster_28_DOWN - Rrsys,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.755882585,0.397,
cluster_28_DOWN - PA_systolic,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.678,
cluster_28_DOWN - PA_diastolic,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.978967477,0.563,
cluster_28_DOWN - ven_SO2,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.765042553,0.025,
cluster_28_DOWN - AVDO2,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.78,
cluster_28_DOWN - TAPSE,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.996367839,0.051,
cluster_28_DOWN - RVEDD,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.893105492,0.232,
cluster_28_DOWN - S,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.014,
cluster_28_DOWN - sPAP excl. ZVD,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.878,
cluster_28_DOWN - ZVD,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.518,
cluster_28_DOWN - VCI_diameter,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.873645321,0.769,
cluster_28_DOWN - RA_area,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.996553206,0.342,
cluster_28_DOWN - AT,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.721,
cluster_28_DOWN - AT_ET,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.995261331,0.86,
cluster_28_DOWN - Paradoxe_Septumbewegung,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.952,
cluster_28_DOWN - Perikarderguss,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.911,
cluster_28_DOWN - SMW,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.966118257,0.294,
cluster_28_DOWN - FEV1,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.115,
cluster_28_DOWN - Tiffeneau Index FEV1/VC,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.967780653,0.838,
cluster_28_DOWN - DLCO,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,0.958711117,0.001,
cluster_28_DOWN - Kreatinin,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.872,
cluster_28_DOWN - eGFR,4,ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120,NA,1,0.382,
cluster_29_UP - condition/healthy,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,3,-,0.628,0.629178337
cluster_29_UP - condition/pah,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,3,-,0.96,0.960396555
cluster_29_UP - condition/ph-lung,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,3,-,0.128,0.121817116
cluster_29_UP - gender/F,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,2,-,0.861,0.874204803
cluster_29_UP - gender/M,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,2,-,0.272,0.283592403
cluster_29_UP - age,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,0.972452986,0.774,
cluster_29_UP - height,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,1,0.621,
cluster_29_UP - weight,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,1,0.007,
cluster_29_UP - BNP,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,0.911361444,0.535,
cluster_29_UP - NYHA,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,0.996395023,0.23,
cluster_29_UP - heart rate,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,1,0.604,
cluster_29_UP - mPAP,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,0.974821393,0.8,
cluster_29_UP - PAWP,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,1,0.95,
cluster_29_UP - CVP,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,1,0.247,
cluster_29_UP - HZV_Fick,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,0.756873312,0.125,
cluster_29_UP - HZV_Thermodil,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,1,0.099,
cluster_29_UP - PVR,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,1,0.952,
cluster_29_UP - Cardiac Index,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,0.971319603,0.261,
cluster_29_UP - Rrsys,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,NA,0.515196211,0.655,
