test,cluster genes,cluster gene ids,variable factors,gsea preranked pval,gsea contrast pval,bootstrapping pval,ora pval
cluster_113_DOWN - condition/ph-lung,6,ENSG00000055163|CYFIP2 ENSG00000103479|RBL2 ENSG00000116852|KIF21B ENSG00000138443|ABI2 ENSG00000149679|CABLES2 ENSG00000158985|CDC42SE2,3,-,-,,0.2803720517124377
cluster_114_DOWN - condition/healthy,3,ENSG00000132383|RPA1 ENSG00000135392|DNAJC14 ENSG00000169371|SNUPN,3,-,-,,0.4391481775848367
cluster_114_DOWN - condition/pah,3,ENSG00000132383|RPA1 ENSG00000135392|DNAJC14 ENSG00000169371|SNUPN,3,-,-,,0.2515002446996993
cluster_114_DOWN - condition/ph-lung,3,ENSG00000132383|RPA1 ENSG00000135392|DNAJC14 ENSG00000169371|SNUPN,3,-,-,,0.9545343625429552
cluster_115_UP - condition/healthy,4,ENSG00000111863|ADTRP ENSG00000154027|AK5 ENSG00000174136|RGMB ENSG00000177590|GIMAP3P,3,-,-,,0.3759990483201644
cluster_115_UP - condition/pah,4,ENSG00000111863|ADTRP ENSG00000154027|AK5 ENSG00000174136|RGMB ENSG00000177590|GIMAP3P,3,-,-,,0.8083630057990734
cluster_115_UP - condition/ph-lung,4,ENSG00000111863|ADTRP ENSG00000154027|AK5 ENSG00000174136|RGMB ENSG00000177590|GIMAP3P,3,-,-,,0.609899855166024
cluster_116_UP - condition/healthy,4,ENSG00000158109|TPRG1L ENSG00000207208|RNU6-790P ENSG00000267317|ENSG00000267317 ENSG00000287597|ENSG00000287597,3,-,-,,0.6017470391230804
cluster_116_UP - condition/pah,4,ENSG00000158109|TPRG1L ENSG00000207208|RNU6-790P ENSG00000267317|ENSG00000267317 ENSG00000287597|ENSG00000287597,3,-,-,,0.9231125078167544
cluster_116_UP - condition/ph-lung,4,ENSG00000158109|TPRG1L ENSG00000207208|RNU6-790P ENSG00000267317|ENSG00000267317 ENSG00000287597|ENSG00000287597,3,-,-,,0.258460606893787
cluster_117_UP - condition/healthy,10,ENSG00000105372|RPS19 ENSG00000135119|RNFT2 ENSG00000142546|NOSIP ENSG00000147166|ITGB1BP2 ENSG00000173926|MARCHF3 ENSG00000213123|DYNLT2B ENSG00000223638|RFPL4A ENSG00000235411|DRG1P1 ENSG00000242134|RPL5P13 ENSG00000245910|SNHG6,3,-,-,,0.14064358398308446
cluster_117_UP - condition/pah,10,ENSG00000105372|RPS19 ENSG00000135119|RNFT2 ENSG00000142546|NOSIP ENSG00000147166|ITGB1BP2 ENSG00000173926|MARCHF3 ENSG00000213123|DYNLT2B ENSG00000223638|RFPL4A ENSG00000235411|DRG1P1 ENSG00000242134|RPL5P13 ENSG00000245910|SNHG6,3,-,-,,0.9536659178009779
cluster_117_UP - condition/ph-lung,10,ENSG00000105372|RPS19 ENSG00000135119|RNFT2 ENSG00000142546|NOSIP ENSG00000147166|ITGB1BP2 ENSG00000173926|MARCHF3 ENSG00000213123|DYNLT2B ENSG00000223638|RFPL4A ENSG00000235411|DRG1P1 ENSG00000242134|RPL5P13 ENSG00000245910|SNHG6,3,-,-,,0.7505087881591119
cluster_118_UP - condition/healthy,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,3,-,-,,0.23987090041974607
cluster_118_UP - condition/pah,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,3,-,-,,0.6782407548451348
cluster_118_UP - condition/ph-lung,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,3,-,-,,0.8828835769714168
cluster_119_UP - condition/healthy,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,3,-,-,,0.6502554116483783
cluster_119_UP - condition/pah,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,3,-,-,,0.8868971570242373
cluster_119_UP - condition/ph-lung,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,3,-,-,,0.2600201616230181
cluster_120_UP - condition/healthy,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,3,-,-,,0.04992466242763362
cluster_120_UP - condition/pah,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,3,-,-,,0.9813821627612193
cluster_120_UP - condition/ph-lung,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,3,-,-,,0.609899855166024
cluster_121_UP - condition/healthy,6,ENSG00000138316|ADAMTS14 ENSG00000141404|GNAL ENSG00000179841|AKAP5 ENSG00000197057|DTHD1 ENSG00000237484|LINC01684 ENSG00000279092|ENSG00000279092,3,-,-,,0.93493675765597
cluster_121_UP - condition/pah,6,ENSG00000138316|ADAMTS14 ENSG00000141404|GNAL ENSG00000179841|AKAP5 ENSG00000197057|DTHD1 ENSG00000237484|LINC01684 ENSG00000279092|ENSG00000279092,3,-,-,,0.46789273888987765
cluster_121_UP - condition/ph-lung,6,ENSG00000138316|ADAMTS14 ENSG00000141404|GNAL ENSG00000179841|AKAP5 ENSG00000197057|DTHD1 ENSG00000237484|LINC01684 ENSG00000279092|ENSG00000279092,3,-,-,,0.46789273888987765
cluster_122_UP - condition/healthy,9,ENSG00000079931|MOXD1 ENSG00000139044|B4GALNT3 ENSG00000162373|BEND5 ENSG00000165061|ZMAT4 ENSG00000197705|KLHL14 ENSG00000197888|UGT2B17 ENSG00000215030|RPL13P12 ENSG00000232677|LINC00665 ENSG00000245149|RNF139-DT,3,-,-,,0.023383724041032276
cluster_122_UP - condition/pah,9,ENSG00000079931|MOXD1 ENSG00000139044|B4GALNT3 ENSG00000162373|BEND5 ENSG00000165061|ZMAT4 ENSG00000197705|KLHL14 ENSG00000197888|UGT2B17 ENSG00000215030|RPL13P12 ENSG00000232677|LINC00665 ENSG00000245149|RNF139-DT,3,-,-,,0.9504858847322646
cluster_122_UP - condition/ph-lung,9,ENSG00000079931|MOXD1 ENSG00000139044|B4GALNT3 ENSG00000162373|BEND5 ENSG00000165061|ZMAT4 ENSG00000197705|KLHL14 ENSG00000197888|UGT2B17 ENSG00000215030|RPL13P12 ENSG00000232677|LINC00665 ENSG00000245149|RNF139-DT,3,-,-,,0.8490733956725195
cluster_123_UP - condition/healthy,14,ENSG00000013392|RWDD2A ENSG00000106608|URGCP ENSG00000117262|GPR89A ENSG00000127080|IPPK ENSG00000152475|ZNF837 ENSG00000173801|JUP ENSG00000174684|B4GAT1 ENSG00000177337|DLGAP1-AS1 ENSG00000187792|ZNF70 ENSG00000198521|ZNF43 ENSG00000234665|LERFS ENSG00000236935|ENSG00000236935 ENSG00000256633|PDE2A-AS2 ENSG00000290548|ENSG00000290548,3,-,-,,0.5033586367531167
cluster_123_UP - condition/pah,14,ENSG00000013392|RWDD2A ENSG00000106608|URGCP ENSG00000117262|GPR89A ENSG00000127080|IPPK ENSG00000152475|ZNF837 ENSG00000173801|JUP ENSG00000174684|B4GAT1 ENSG00000177337|DLGAP1-AS1 ENSG00000187792|ZNF70 ENSG00000198521|ZNF43 ENSG00000234665|LERFS ENSG00000236935|ENSG00000236935 ENSG00000256633|PDE2A-AS2 ENSG00000290548|ENSG00000290548,3,-,-,,0.9053133954761379
cluster_123_UP - condition/ph-lung,14,ENSG00000013392|RWDD2A ENSG00000106608|URGCP ENSG00000117262|GPR89A ENSG00000127080|IPPK ENSG00000152475|ZNF837 ENSG00000173801|JUP ENSG00000174684|B4GAT1 ENSG00000177337|DLGAP1-AS1 ENSG00000187792|ZNF70 ENSG00000198521|ZNF43 ENSG00000234665|LERFS ENSG00000236935|ENSG00000236935 ENSG00000256633|PDE2A-AS2 ENSG00000290548|ENSG00000290548,3,-,-,,0.32817342869267185
cluster_124_UP - condition/healthy,2,ENSG00000273702|ENSG00000273702 ENSG00000291046|ENSG00000291046,3,-,-,,0.2399174989144595
cluster_124_UP - condition/pah,2,ENSG00000273702|ENSG00000273702 ENSG00000291046|ENSG00000291046,3,-,-,,0.8633738601823708
cluster_124_UP - condition/ph-lung,2,ENSG00000273702|ENSG00000273702 ENSG00000291046|ENSG00000291046,3,-,-,,0.8633738601823708
cluster_125_UP - condition/healthy,8,ENSG00000112164|GLP1R ENSG00000121716|PILRB ENSG00000146918|NCAPG2 ENSG00000198502|HLA-DRB5 ENSG00000213671|OLA1P2 ENSG00000259065|MIDEAS-AS1 ENSG00000262663|ENSG00000262663 ENSG00000290007|ENSG00000290007,3,-,-,,0.4472247918593895
cluster_125_UP - condition/pah,8,ENSG00000112164|GLP1R ENSG00000121716|PILRB ENSG00000146918|NCAPG2 ENSG00000198502|HLA-DRB5 ENSG00000213671|OLA1P2 ENSG00000259065|MIDEAS-AS1 ENSG00000262663|ENSG00000262663 ENSG00000290007|ENSG00000290007,3,-,-,,0.9536659178009779
cluster_125_UP - condition/ph-lung,8,ENSG00000112164|GLP1R ENSG00000121716|PILRB ENSG00000146918|NCAPG2 ENSG00000198502|HLA-DRB5 ENSG00000213671|OLA1P2 ENSG00000259065|MIDEAS-AS1 ENSG00000262663|ENSG00000262663 ENSG00000290007|ENSG00000290007,3,-,-,,0.4119135720893353
cluster_126_UP - condition/healthy,4,ENSG00000074181|NOTCH3 ENSG00000112473|SLC39A7 ENSG00000159363|ATP13A2 ENSG00000218283|MORF4L1P1,3,-,-,,0.9432651411055002
cluster_126_UP - condition/pah,4,ENSG00000074181|NOTCH3 ENSG00000112473|SLC39A7 ENSG00000159363|ATP13A2 ENSG00000218283|MORF4L1P1,3,-,-,,0.04247541418871373
cluster_126_UP - condition/ph-lung,4,ENSG00000074181|NOTCH3 ENSG00000112473|SLC39A7 ENSG00000159363|ATP13A2 ENSG00000218283|MORF4L1P1,3,-,-,,0.8948725842801464
cluster_127_UP - condition/healthy,2,ENSG00000158525|CPA5 ENSG00000162437|RAVER2,3,-,-,,0.9776978341908925
cluster_127_UP - condition/pah,2,ENSG00000158525|CPA5 ENSG00000162437|RAVER2,3,-,-,,0.258460606893787
cluster_127_UP - condition/ph-lung,2,ENSG00000158525|CPA5 ENSG00000162437|RAVER2,3,-,-,,0.5103286956645958
cluster_128_UP - condition/healthy,9,ENSG00000067840|PDZD4 ENSG00000106799|TGFBR1 ENSG00000144136|SLC20A1 ENSG00000150938|CRIM1 ENSG00000158555|GDPD5 ENSG00000160221|GATD3 ENSG00000178234|GALNT11 ENSG00000205336|ADGRG1 ENSG00000211805|TRAV24,3,-,-,,0.6376168695595205
cluster_128_UP - condition/pah,9,ENSG00000067840|PDZD4 ENSG00000106799|TGFBR1 ENSG00000144136|SLC20A1 ENSG00000150938|CRIM1 ENSG00000158555|GDPD5 ENSG00000160221|GATD3 ENSG00000178234|GALNT11 ENSG00000205336|ADGRG1 ENSG00000211805|TRAV24,3,-,-,,0.8083630057990734
cluster_128_UP - condition/ph-lung,9,ENSG00000067840|PDZD4 ENSG00000106799|TGFBR1 ENSG00000144136|SLC20A1 ENSG00000150938|CRIM1 ENSG00000158555|GDPD5 ENSG00000160221|GATD3 ENSG00000178234|GALNT11 ENSG00000205336|ADGRG1 ENSG00000211805|TRAV24,3,-,-,,0.3783595127607992
cluster_129_UP - condition/healthy,2,ENSG00000154025|SLC5A10 ENSG00000276566|IGKV1D-13,3,-,-,,0.19808080898183075
cluster_129_UP - condition/pah,2,ENSG00000154025|SLC5A10 ENSG00000276566|IGKV1D-13,3,-,-,,0.6990207678589426
cluster_129_UP - condition/ph-lung,2,ENSG00000154025|SLC5A10 ENSG00000276566|IGKV1D-13,3,-,-,,0.8823227753749954
cluster_130_UP - condition/healthy,5,ENSG00000043591|ADRB1 ENSG00000060709|RIMBP2 ENSG00000136932|TRMO ENSG00000229358|DPY19L1P1 ENSG00000281332|LINC00997,3,-,-,,0.7827944591185072
cluster_130_UP - condition/pah,5,ENSG00000043591|ADRB1 ENSG00000060709|RIMBP2 ENSG00000136932|TRMO ENSG00000229358|DPY19L1P1 ENSG00000281332|LINC00997,3,-,-,,0.9212050193935519
cluster_130_UP - condition/ph-lung,5,ENSG00000043591|ADRB1 ENSG00000060709|RIMBP2 ENSG00000136932|TRMO ENSG00000229358|DPY19L1P1 ENSG00000281332|LINC00997,3,-,-,,0.1266548155360903
cluster_131_UP - condition/healthy,2,ENSG00000287763|ENSG00000287763 ENSG00000290671|PYY2,3,-,-,,0.5278947659183182
cluster_131_UP - condition/pah,2,ENSG00000287763|ENSG00000287763 ENSG00000290671|PYY2,3,-,-,,0.9751734771460147
cluster_131_UP - condition/ph-lung,2,ENSG00000287763|ENSG00000287763 ENSG00000290671|PYY2,3,-,-,,0.17618369789532284
cluster_132_UP - condition/healthy,3,ENSG00000188536|HBA2 ENSG00000206172|HBA1 ENSG00000284606|ENSG00000284606,3,-,-,,0.8089142525138607
cluster_132_UP - condition/pah,3,ENSG00000188536|HBA2 ENSG00000206172|HBA1 ENSG00000284606|ENSG00000284606,3,-,-,,0.5216940104402239
cluster_132_UP - condition/ph-lung,3,ENSG00000188536|HBA2 ENSG00000206172|HBA1 ENSG00000284606|ENSG00000284606,3,-,-,,0.5216940104402239
cluster_133_UP - condition/healthy,2,ENSG00000105499|PLA2G4C ENSG00000260898|ADPGK-AS1,3,-,-,,0.5103286956645956
cluster_133_UP - condition/pah,2,ENSG00000105499|PLA2G4C ENSG00000260898|ADPGK-AS1,3,-,-,,0.6650285081196488
cluster_133_UP - condition/ph-lung,2,ENSG00000105499|PLA2G4C ENSG00000260898|ADPGK-AS1,3,-,-,,0.6650285081196488
cluster_134_UP - condition/healthy,2,ENSG00000189269|DRICH1 ENSG00000254528|FXYD6-AS1,3,-,-,,0.7974792552760475
cluster_134_UP - condition/pah,2,ENSG00000189269|DRICH1 ENSG00000254528|FXYD6-AS1,3,-,-,,0.8274453047196385
cluster_134_UP - condition/ph-lung,2,ENSG00000189269|DRICH1 ENSG00000254528|FXYD6-AS1,3,-,-,,0.21060787990344718
cluster_135_UP - condition/healthy,4,ENSG00000121653|MAPK8IP1 ENSG00000162692|VCAM1 ENSG00000171772|SYCE1 ENSG00000247498|GPRC5D-AS1,3,-,-,,0.9539796578542226
cluster_135_UP - condition/pah,4,ENSG00000121653|MAPK8IP1 ENSG00000162692|VCAM1 ENSG00000171772|SYCE1 ENSG00000247498|GPRC5D-AS1,3,-,-,,0.30120185832156054
cluster_135_UP - condition/ph-lung,4,ENSG00000121653|MAPK8IP1 ENSG00000162692|VCAM1 ENSG00000171772|SYCE1 ENSG00000247498|GPRC5D-AS1,3,-,-,,0.5790199926020889
cluster_136_UP - condition/healthy,2,ENSG00000131459|GFPT2 ENSG00000256590|TRDV3,3,-,-,,0.93493675765597
cluster_136_UP - condition/pah,2,ENSG00000131459|GFPT2 ENSG00000256590|TRDV3,3,-,-,,0.46789273888987765
cluster_136_UP - condition/ph-lung,2,ENSG00000131459|GFPT2 ENSG00000256590|TRDV3,3,-,-,,0.46789273888987765
cluster_137_UP - condition/healthy,7,ENSG00000165802|NSMF ENSG00000170956|CEACAM3 ENSG00000204428|LY6G5C ENSG00000204536|CCHCR1 ENSG00000270020|ENSG00000270020 ENSG00000278558|TMEM191B ENSG00000290425|PI4KAP1,3,-,-,,0.0063216922210742686
cluster_137_UP - condition/pah,7,ENSG00000165802|NSMF ENSG00000170956|CEACAM3 ENSG00000204428|LY6G5C ENSG00000204536|CCHCR1 ENSG00000270020|ENSG00000270020 ENSG00000278558|TMEM191B ENSG00000290425|PI4KAP1,3,-,-,,0.8948725842801464
cluster_137_UP - condition/ph-lung,7,ENSG00000165802|NSMF ENSG00000170956|CEACAM3 ENSG00000204428|LY6G5C ENSG00000204536|CCHCR1 ENSG00000270020|ENSG00000270020 ENSG00000278558|TMEM191B ENSG00000290425|PI4KAP1,3,-,-,,0.9690236515496374
cluster_138_UP - condition/healthy,3,ENSG00000077063|CTTNBP2 ENSG00000166831|RBPMS2 ENSG00000177570|SAMD12,3,-,-,,0.5419862561120655
cluster_138_UP - condition/pah,3,ENSG00000077063|CTTNBP2 ENSG00000166831|RBPMS2 ENSG00000177570|SAMD12,3,-,-,,0.06305789492653509
cluster_138_UP - condition/ph-lung,3,ENSG00000077063|CTTNBP2 ENSG00000166831|RBPMS2 ENSG00000177570|SAMD12,3,-,-,,1.0
cluster_139_UP - condition/healthy,2,ENSG00000128039|SRD5A3 ENSG00000204899|MZT1,3,-,-,,0.9798052504452379
cluster_139_UP - condition/pah,2,ENSG00000128039|SRD5A3 ENSG00000204899|MZT1,3,-,-,,0.765150832114439
cluster_139_UP - condition/ph-lung,2,ENSG00000128039|SRD5A3 ENSG00000204899|MZT1,3,-,-,,0.053103795401136744
cluster_140_UP - condition/healthy,5,ENSG00000103056|SMPD3 ENSG00000160963|COL26A1 ENSG00000213058|ENSG00000213058 ENSG00000224114|ENSG00000224114 ENSG00000240356|RPL23AP7,3,-,-,,0.2076013702810387
cluster_140_UP - condition/pah,5,ENSG00000103056|SMPD3 ENSG00000160963|COL26A1 ENSG00000213058|ENSG00000213058 ENSG00000224114|ENSG00000224114 ENSG00000240356|RPL23AP7,3,-,-,,0.2515002446996993
cluster_140_UP - condition/ph-lung,5,ENSG00000103056|SMPD3 ENSG00000160963|COL26A1 ENSG00000213058|ENSG00000213058 ENSG00000224114|ENSG00000224114 ENSG00000240356|RPL23AP7,3,-,-,,0.9892785745901205
cluster_0_UP - gender/F,8,ENSG00000012223|LTF ENSG00000076043|REXO2 ENSG00000118113|MMP8 ENSG00000133048|CHI3L1 ENSG00000164047|CAMP ENSG00000164048|ZNF589 ENSG00000242247|ARFGAP3 ENSG00000283646|LINC02009,2,-,-,,0.563677811550152
cluster_0_UP - gender/M,8,ENSG00000012223|LTF ENSG00000076043|REXO2 ENSG00000118113|MMP8 ENSG00000133048|CHI3L1 ENSG00000164047|CAMP ENSG00000164048|ZNF589 ENSG00000242247|ARFGAP3 ENSG00000283646|LINC02009,2,-,-,,0.8065349544072948
cluster_1_UP - gender/F,3,ENSG00000115155|OTOF ENSG00000137959|IFI44L ENSG00000183844|FAM3B,2,-,-,,0.8135714285714286
cluster_1_UP - gender/M,3,ENSG00000115155|OTOF ENSG00000137959|IFI44L ENSG00000183844|FAM3B,2,-,-,,0.6214285714285713
cluster_2_UP - gender/F,15,ENSG00000100373|UPK3A ENSG00000104881|PPP1R13L ENSG00000113356|POLR3G ENSG00000131400|NAPSA ENSG00000144115|THNSL2 ENSG00000222375|RN7SKP127 ENSG00000224805|LINC00853 ENSG00000226766|FABP7P1 ENSG00000233411|ENSG00000233411 ENSG00000246334|PRR7-AS1 ENSG00000274275|ENSG00000274275 ENSG00000274591|ENSG00000274591 ENSG00000279981|ENSG00000279981 ENSG00000288704|ENSG00000288704 ENSG00000291299|ENSG00000291299,2,-,-,,0.8135714285714286
cluster_2_UP - gender/M,15,ENSG00000100373|UPK3A ENSG00000104881|PPP1R13L ENSG00000113356|POLR3G ENSG00000131400|NAPSA ENSG00000144115|THNSL2 ENSG00000222375|RN7SKP127 ENSG00000224805|LINC00853 ENSG00000226766|FABP7P1 ENSG00000233411|ENSG00000233411 ENSG00000246334|PRR7-AS1 ENSG00000274275|ENSG00000274275 ENSG00000274591|ENSG00000274591 ENSG00000279981|ENSG00000279981 ENSG00000288704|ENSG00000288704 ENSG00000291299|ENSG00000291299,2,-,-,,0.6214285714285713
cluster_3_UP - gender/F,6,ENSG00000108821|COL1A1 ENSG00000115414|FN1 ENSG00000164692|COL1A2 ENSG00000168542|COL3A1 ENSG00000229638|RPL4P4 ENSG00000267077|ENSG00000267077,2,-,-,,0.4754570757049258
cluster_3_UP - gender/M,6,ENSG00000108821|COL1A1 ENSG00000115414|FN1 ENSG00000164692|COL1A2 ENSG00000168542|COL3A1 ENSG00000229638|RPL4P4 ENSG00000267077|ENSG00000267077,2,-,-,,0.7403152863931329
cluster_4_UP - gender/F,3,ENSG00000089199|CHGB ENSG00000100376|FAM118A ENSG00000289723|ENSG00000289723,2,-,-,,0.7085436764900224
cluster_4_UP - gender/M,3,ENSG00000089199|CHGB ENSG00000100376|FAM118A ENSG00000289723|ENSG00000289723,2,-,-,,0.6536209858596538
cluster_5_UP - gender/F,28,ENSG00000069956|MAPK6 ENSG00000105722|ERF ENSG00000112715|VEGFA ENSG00000119508|NR4A3 ENSG00000120875|DUSP4 ENSG00000125538|IL1B ENSG00000125812|GZF1 ENSG00000128881|TTBK2 ENSG00000138670|RASGEF1B ENSG00000139722|VPS37B ENSG00000143751|SDE2 ENSG00000146242|TPBG ENSG00000151014|NOCT ENSG00000161835|TAMALIN ENSG00000162772|ATF3 ENSG00000170525|PFKFB3 ENSG00000183628|DGCR6 ENSG00000185022|MAFF ENSG00000196878|LAMB3 ENSG00000228252|COL6A4P2 ENSG00000229447|ENSG00000229447 ENSG00000230701|FBXW4P1 ENSG00000250397|ENSG00000250397 ENSG00000261026|ENSG00000261026 ENSG00000274286|ADRA2B ENSG00000282499|TRBV25-1 ENSG00000286177|ENSG00000286177 ENSG00000287823|ENSG00000287823,2,-,-,,0.8968693009118541
cluster_5_UP - gender/M,28,ENSG00000069956|MAPK6 ENSG00000105722|ERF ENSG00000112715|VEGFA ENSG00000119508|NR4A3 ENSG00000120875|DUSP4 ENSG00000125538|IL1B ENSG00000125812|GZF1 ENSG00000128881|TTBK2 ENSG00000138670|RASGEF1B ENSG00000139722|VPS37B ENSG00000143751|SDE2 ENSG00000146242|TPBG ENSG00000151014|NOCT ENSG00000161835|TAMALIN ENSG00000162772|ATF3 ENSG00000170525|PFKFB3 ENSG00000183628|DGCR6 ENSG00000185022|MAFF ENSG00000196878|LAMB3 ENSG00000228252|COL6A4P2 ENSG00000229447|ENSG00000229447 ENSG00000230701|FBXW4P1 ENSG00000250397|ENSG00000250397 ENSG00000261026|ENSG00000261026 ENSG00000274286|ADRA2B ENSG00000282499|TRBV25-1 ENSG00000286177|ENSG00000286177 ENSG00000287823|ENSG00000287823,2,-,-,,0.4363221884498481
cluster_6_UP - gender/F,12,ENSG00000104889|RNASEH2A ENSG00000121101|TEX14 ENSG00000162510|MATN1 ENSG00000184270|H2AC21 ENSG00000198723|TEX45 ENSG00000217275|ENSG00000217275 ENSG00000240023|RPLP0P3 ENSG00000263503|MAPK8IP1P2 ENSG00000267062|ENSG00000267062 ENSG00000284491|THSD8 ENSG00000284797|ENSG00000284797 ENSG00000291174|ENSG00000291174,2,-,-,,0.6348303639006692
cluster_6_UP - gender/M,12,ENSG00000104889|RNASEH2A ENSG00000121101|TEX14 ENSG00000162510|MATN1 ENSG00000184270|H2AC21 ENSG00000198723|TEX45 ENSG00000217275|ENSG00000217275 ENSG00000240023|RPLP0P3 ENSG00000263503|MAPK8IP1P2 ENSG00000267062|ENSG00000267062 ENSG00000284491|THSD8 ENSG00000284797|ENSG00000284797 ENSG00000291174|ENSG00000291174,2,-,-,,0.6814235255955885
cluster_7_UP - gender/F,3,ENSG00000135679|MDM2 ENSG00000136634|IL10 ENSG00000183762|KREMEN1,2,-,-,,0.6348303639006692
cluster_7_UP - gender/M,3,ENSG00000135679|MDM2 ENSG00000136634|IL10 ENSG00000183762|KREMEN1,2,-,-,,0.6814235255955885
cluster_8_UP - gender/F,9,ENSG00000164776|PHKG1 ENSG00000174059|CD34 ENSG00000224411|HSP90AA2P ENSG00000225231|LINC02470 ENSG00000226419|SLC16A1-AS1 ENSG00000227836|ENSG00000227836 ENSG00000235683|ENSG00000235683 ENSG00000278972|ENSG00000278972 ENSG00000280381|ENSG00000280381,2,-,-,,0.8135714285714286
cluster_8_UP - gender/M,9,ENSG00000164776|PHKG1 ENSG00000174059|CD34 ENSG00000224411|HSP90AA2P ENSG00000225231|LINC02470 ENSG00000226419|SLC16A1-AS1 ENSG00000227836|ENSG00000227836 ENSG00000235683|ENSG00000235683 ENSG00000278972|ENSG00000278972 ENSG00000280381|ENSG00000280381,2,-,-,,0.6214285714285713
cluster_9_UP - gender/F,2,ENSG00000049247|UTS2 ENSG00000241566|IGKV2D-24,2,-,-,,0.8135714285714286
cluster_9_UP - gender/M,2,ENSG00000049247|UTS2 ENSG00000241566|IGKV2D-24,2,-,-,,0.6214285714285713
cluster_10_UP - gender/F,21,ENSG00000004939|SLC4A1 ENSG00000104892|KLC3 ENSG00000133742|CA1 ENSG00000136732|GYPC ENSG00000143416|SELENBP1 ENSG00000158578|ALAS2 ENSG00000163554|SPTA1 ENSG00000165949|IFI27 ENSG00000166947|EPB42 ENSG00000167992|VWCE ENSG00000169877|AHSP ENSG00000173868|PHOSPHO1 ENSG00000180537|RNF182 ENSG00000196565|HBG2 ENSG00000198010|DLGAP2 ENSG00000206177|HBM ENSG00000211638|IGLV8-61 ENSG00000238243|OR2W3 ENSG00000249790|LINC02972 ENSG00000260592|ENSG00000260592 ENSG00000281990|IGHV1-69-2,2,-,-,,0.81316902339104
cluster_10_UP - gender/M,21,ENSG00000004939|SLC4A1 ENSG00000104892|KLC3 ENSG00000133742|CA1 ENSG00000136732|GYPC ENSG00000143416|SELENBP1 ENSG00000158578|ALAS2 ENSG00000163554|SPTA1 ENSG00000165949|IFI27 ENSG00000166947|EPB42 ENSG00000167992|VWCE ENSG00000169877|AHSP ENSG00000173868|PHOSPHO1 ENSG00000180537|RNF182 ENSG00000196565|HBG2 ENSG00000198010|DLGAP2 ENSG00000206177|HBM ENSG00000211638|IGLV8-61 ENSG00000238243|OR2W3 ENSG00000249790|LINC02972 ENSG00000260592|ENSG00000260592 ENSG00000281990|IGHV1-69-2,2,-,-,,0.5007070173120126
cluster_11_UP - gender/F,3,ENSG00000184292|TACSTD2 ENSG00000234199|LINC01191 ENSG00000283445|ENSG00000283445,2,-,-,,0.6376168695595203
cluster_11_UP - gender/M,3,ENSG00000184292|TACSTD2 ENSG00000234199|LINC01191 ENSG00000283445|ENSG00000283445,2,-,-,,0.6240009516798355
cluster_12_UP - gender/F,3,ENSG00000124575|H1-3 ENSG00000139438|FAM222A ENSG00000168298|H1-4,2,-,-,,0.49929298268798744
cluster_12_UP - gender/M,3,ENSG00000124575|H1-3 ENSG00000139438|FAM222A ENSG00000168298|H1-4,2,-,-,,0.8065349544072948
cluster_13_UP - gender/F,7,ENSG00000087116|ADAMTS2 ENSG00000122025|FLT3 ENSG00000155659|VSIG4 ENSG00000169902|TPST1 ENSG00000205517|RGL3 ENSG00000211942|IGHV3-13 ENSG00000276107|THBS1-IT1,2,-,-,,0.3463790141403462
cluster_13_UP - gender/M,7,ENSG00000087116|ADAMTS2 ENSG00000122025|FLT3 ENSG00000155659|VSIG4 ENSG00000169902|TPST1 ENSG00000205517|RGL3 ENSG00000211942|IGHV3-13 ENSG00000276107|THBS1-IT1,2,-,-,,0.9084776001057222
